text,stance
"Mental oknum dosen pada bobrok, yang merusak masa depan generasi muda harapan bangsa, tangkap dan adili biar ada keadilan pendidikam hukum",Advocacy
PENDIDIKAN TINGGI DAN UNIVERSITAS TERKEMUKA .. MASIH BEGITU JUGA.!?,Neutral
Ayo viralkan,Neutral
laporin juga pidananya ke polisi ya,Advocacy
mirip brr brr patapim,Advocacy
"​@Izin-b2z tau tuh, bosen denger semua hal dari isrewel semua. Kayak bumi ini cuman ada isrewel doang 😂",Neutral
ngakakk nduuu,Neutral
Jadi mereka tuh ngebuat grup yang isi chat nya tu pelecehan terutama buat cewe,Neutral
Ancur ini indonesia..,Advocacy
hugg buatt semua wanita di seluruh Indonesia ini🫂🤍,Supportive
"katanya itu emg group dari jaman mereka maba ka, trs mungkin udh bnyk yg leave group, nah mungkin jd kaya semacam group circle/group nongkrong gitu",Neutral
"geblek.universitas unggulan kok bgtu,bikin malu semuanya",Advocacy
Aq gk ngerti ini mslh ap,Neutral
"Bagaimana kasus ini mencuat di media sosial?............. sampai akhir nggak cerita atau kronologi kejadian, saya nunggu lho ternyata nggak ada uraiannya.",Neutral
"@. ۫𝜗𝜚 ‧˚:@desty:like 2 days ago (or idk) a law school group chat from the top uni in indonesia got leaked and they were sexually harassing their classmates, professors, even students parents its honestly disturbing",Neutral
bner anjr plis kasi tau🥰😭,Neutral
"Meskipun saya tidak kuliah, tapi saya di didik orang tua untuk mejujung tinggi adab dan tutur kata",Neutral
harus diadili dengan tegas,Advocacy
ISI juga termasuk gaj si,Neutral
"Makanya kuliah di UGM, biar bisa jadi press..🤐",Neutral
"Berdasarkan UU No. 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual (UU TPKS), pelecehan nonfisik seperti catcalling, komentar seksual, atau kata-kata tidak sopan yang merendahkan martabat seksual dapat dihukum penjara hingga 9 bulan dan denda hingga Rp10 juta",Neutral
"gokil, gokil, kalau dibiarkan yang tadinya cuma bercanda jadi rencana terus kejadian and korban nggak dapat keadilan karena backing mereka banyak. Ya saya sih hanya bisa mendoakan hal seperti ini tidak terjadi ke anggota keluarga anda.",Neutral
"Downfall apa itu artinya Kejatuhan/kehancuran ? Kantas : kantin atas ? 😅
Istilah anak jaman sekarang ada ajah, apa itu artinya mba ... ?",Neutral
"Masa ada isi chat mrk blg “klo chat ini kesebar, selesai. Terjadi kekosongan jabatan di FH. Kita ini dprnya FH” dih jijik bgt bacanya🤢🤮",Advocacy
tujuan boleh kesana krn pasti kampus juga ngajarin yg baik tp sisanya balik lagi ke lu mau dipihak mana baik atau buruk..,Neutral
gua bangun jam 2 pagi masih dan berangkat kerja jam set4 juga masih live,Neutral
"klo perempuan yang ngomong pelecahan verbal ke laki-laki gmn ya,, apakah diproses juga atau dibiarkan aja.. soalnya banyak perempuan yang ngomong pelecehan verbal ke laki-laki tapi gak diproses.. katanya emansipasi wanita 😅😅",Neutral
Nauzubillahiminzalik,Neutral
ini FH kan? knapa gak proses hukum aja?,Advocacy
"FHUI pakultas Hukum bagaimana nanti menerapkan di masyarakat.
Bagaimana jika sudah jadi pejabat.",Advocacy
mahasiswa bukan bagian universitas?,Neutral
"pernah baca komen orang yg temennya seangkatan sama korban, katanya sih ada info dari bibir ke bibir soal pelaku aslinya cuma sampai sekarang gk ada yg berani buat speak up, pas itukan ada wartawan yg nyelidikin kasus ini tapi tiba2 dia ditemukan meningg4l. mungkin anak2 yg tahu pada takut juga,",Neutral
"@keonho's:@ꮃꫀᥣ᥎ᥙᥙ ꪆৎ:@.:kasus pelecehan mereka itu tergabung dlm group namanya basecamp (apa gitu lupa). di group trsbut chat mereka ngomongij soal cwe cwe kampus. omongan yg jorok, seronok, melecehkan wanita, bahkan dosen wanita pun mereka lecehkan. pelakunya 16 orang mahasiswa Fakultas Hukum semua. yg 2 orang turun duluan ngadepin semua mahasiswa yg ngumpul disana dr jam 5 sore ampe dini hari jelang shubuh. krn blama nungguin yg 14 orang pelakunya dilindungi/dihalangi orangtua mereka di lantai atas agar tidak turun tuk bertanggung kawab dan minta maaf. jdlah membuat semakin lama dan semakin emosi para mahasiswa/i disana",Neutral
ketinggalan berapa abad gw sampe GK tau nih kasus😭,Neutral
"saking Marah nya aku sampai
nangis😞",Supportive
"@Raphaeru:ada juga yang ngelecehin n fitnah gua sama pasangan gua, dan ini dua orang pasangan juga, semua hinaan dan fitnahnya banyak bet. Respon pertama gua shareloc, dan bahkan gua minta acc follow karena akunnya di private gua gabisa chat temennya buat nanya lokasinya rumahnya, gua ajak duel ga berani, gua vs 2 orang ini pasangan bacotin gua sama cwe gua, cwe gua dilecehin banyak kali dengan fitnah2 sm hinaan juga sama mereka berdua. Gimana ya guys kira kira, all evidence is ready for publicity.",Neutral
"itu takdir ..mereka sebelum jdi serjna di bukaa allah ...aib nya,",Neutral
Kalo ini selesai jam 3 beuhh aku ketiduran di jam set 2 ihh dikitt lagi dahal😭😭😭,Neutral
Hahahah iya bgt,Neutral
"yang paling mengerikan karena mereka anak hukum jadi mereka ngerti dan paham kalo tersangka ks diposisikan gimana😭 serem banget gila,gila banget",Neutral
eh kasus apa guys? g nerima joks,Neutral
"DO dari kampus
Sangat membahayakan 
Wajib dihukum",Advocacy
kok ngilang sihh??klo menurut ngana di terlalu gmn² trs apalagi hukuman yg pantas buat mereka?jngn ngilang dong🤣,Advocacy
"Bukan cuma sanksi biasa.. Tapi hajar ade.. Dwmi harga diri kalian... Kalian dilecehkab, koq enak banget koplak nih... Hantam mereka sampai lumpuh... Biadap..",Advocacy
kok sidangnya jam 2 pagi kak? buseh,Neutral
lu nanya gini udh jelas di DO lah kocak,Neutral
Jangankan hukum jaman skrng yang berkedok agama tapi cboell aja banyak,Advocacy
"@fathyganus:kalo seandainya ada 1 group WA bukan anak FH, isinya becanda2 jorok ngomongin 1 orang cewek, tapi candaan itu untuk komsumsi mereka sendiri, tanpa ada tindak lanjutan/kontak fisik dengan seseorang yg dijadikan candaan itu, apakah itu melanggar hukum?
kalo seandainya semua member dalam group itu aktif berkomentar....tapi tidak ada yg menyebar luaskan isi chat, tidak ada tindakan yg melecehkan secara fisik ke orang yg dituju, tidak ngomong langsung ke objek....apakah itu tetap salah.
ini pertanyaan karena betul2 saya gak tau ya,....do not judge",Neutral
baru nyadar kalo ini nanti bakal jadi penegak hukum di indonesia,Advocacy
merinding cok liatnya,Neutral
Intelektual tapi ga punya etika😂,Neutral
kelar jam berapa gais?? ketiduran ngantuk pol,Neutral
lu mau kemana sih jalan bang,Neutral
Paling nanti ui kasih aman . Gakdi sanksi,Advocacy
bapaknya kaya ga perlu kerja 🤣,Neutral
"Kuliah atau gak kuliah itu tergantung pola didik orang tua, lingkungan dan kesadaran diri. Jadi gak usah merasa lebih baik.",Neutral
"pps
pintar pintar sialan",Advocacy
INI ADA APA SIH COBA CERITA IN PLISS,Neutral
"Ini akibat dari hasil sistem pendidikan di Indonesia yang buruk dan rendah ditambah lagi kurangnya pendidikan agama, akhlak dan moral di sekolah..",Advocacy
univ fav ak🥺,Neutral
Maaf ka seleramu buruk sekali,Neutral
"Iya bang jd pembelajaranya kl bahas yg sensitif mending telfon aja yah, bener bgt. Baru sadar, makasih bang udah dibantu spill pembelajaran dr kasus ini. Gak nyangka ada org secacat logika ini😌",Neutral
"makanya integritas FHUI tuh dipertaruhkan disini, mau dipandang sebagai apa dia dimata publik sebagai pahlawan Fakultas Hukum terbaik di Indonesia atau Fakultas Hukum yang akan di olok-olok publik wkwkw karna kita semua tau dekingan org"" itu gimana dan apa pengaruhnya di Universitas dan satu lagi berita ini udh meledak jdi headline news nasional, kita liat aja perkembangan kasusnya kedepannya.",Advocacy
"Buset kak, aku jam 12 an udh ngantuk akhirnya udahin nonton😭😭🙏🙏",Neutral
bakso aci😭😭,Neutral
"Yakin itu.mahasiswa pada pinter2,terbukti bisa masuk ku ui yg notabennya slahsatu fakultas ternama di Indonesia,tapi syang yaaa mereka minim akhlak",Advocacy
Semoga keadilan bisa ditegakkan,Supportive
Rusak sa rusak2 nya KLO mutu generasi muda kek gini,Advocacy
pecat semua yg terlibat,Advocacy
Jarjit singh?,Neutral
"Padahal di grup wa bapak2 atau ibu2 lebih gila lagi...

Bahkan yg komen disini juga KLO lgi ngobrol sama temen2nya pada bukan main tu mulutnya😂😂😂😂...",Neutral
Kenapa si orang orang ga bisa hidup dengan tenang gitu damai damai ajaa 😭😭😭 ad sj tingkah ny,Neutral
pelecehan secara verbal lewat grup wa kak kayaknya,Neutral
"Hasil dari sistem pendidikan 10 th yg lalu, terciptalah manusia pintar tapi tdk berakhlak",Advocacy
masih terbaik ga ya,Neutral
"eh smph apaini, aku ketinggalan 😭",Neutral
Gua nyari nyari dr prtma kasus nya apa bngung juga 🙏🏻 ad yg mau jelasin gk bg 😅 sambil ngbrol ngbrol,Neutral
Korbannya siapa dan diapain. Jangan berlebihan lah...,VictimBlaming
pamer apa curhat nih,Neutral
temen pelaku emng beda komennya🤕🤕🤕,Neutral
"Tak akan leluasa lagi mereka yg terlibat pelecehan ini meneruskan study di  FHUI. Sudah hancur reputasinya. Dipecat saja, agar jadi contoh mahasiswa yg kompas moralnya bobrok, tak meracuni wibawa FHUI dimata publik akademi diluar UI...",Advocacy
"tolong di td/di sensor muka korbannya, fokus ke pelaku aja guys",Advocacy
nyesel gw tidur 😭,Neutral
intinya gw ganteng😊,Neutral
"apa.katamya 
Gak ngerti",Neutral
kasian jir,Supportive
"Karena Indonesia dan india adalah saudara kandung sedarah, salam rahayu para jamet prindavan  ❤",Neutral
IQ78 is real 😹,Neutral
"ketika mahasiswa ITS mengembangkan inovasi konversi energi, mahasiswa UI klo ga demo ya ginian😂😂😂😂",Advocacy
Ngabisin duit cuma cuma buat kuliah tapi kelakuan tidak senonoh hadeuh gimana tuh perasaan org tuanya .,Advocacy
Ada apa ya,Neutral
kadang jug orang gila baik🗿😹,Neutral
"Jangan di DO saja, jika perlu di black list,...",Advocacy
plis tadi malam nih jam setengah 2 aja blom clear loh😭🤏🏼 aku langsung ketiduran ga tau jam berapa 🙏🏼😭,Neutral
"dulu jaman gw namanya tes jalur UMPTN jadi bener2 hanya org cerdas yg bisa masuk PTN entah itu UI, ITB, UGM..skrg ada byk jalur salah satunya jalur mandiri yg kalau kemampuan akademis anaknya biasa aja tp ortu nya org berada bisa lah masuk PTN",Neutral
Di sidang spt ini lebih kena dampaknya di bandingkan di penjara.. DO aja dan blacklist biar rasa,Advocacy
"Gen Z memang cakaap nya gk jelas bahasa nya 
Tapi aku suka tobrut",Neutral
"aduhh... moga aja um, umm,ama ub ga kena",Neutral
Cermin bobroknya dunia pendidikan republik lndonesia,Neutral
Masih kah unggulan???????,Neutral
"Tidak berlebihan koq, ditempat kerja saya itu sudah masuk pelecehan seksual.",Neutral
"samaa, ketiduran akuu",Neutral
"@𝓚ayla’s ꫂ ၴႅၴ:stop komen 'padahal ganteng' dan lain sebagainya. kita gk bisa menilai orang dari ketampanan nya atau gk, kalau salah ya salah kita gk bisa membenarkan apa yang mereka buat.",Advocacy
Haha... UI itu pendukung Ganjar Anis bro... UI anti Mulyono. Jg di bolak balik,Neutral
"Btw secara hukum tindakan mereka ini termasuk pidana gak sih,? Ataau hanya bullying/abuse aja? Masih bingung euyy",Neutral
@meeyaa2373 coba lihat nanti sanksi apa yang bakal diberlakukan oleh institusinya. Siap2 jilat ludah ya.,Neutral
"Ini contoh sebagian kecil.
Krn pada dasarnya smua fakultas di Indonesia mmng mayoritas mesum ajarannya,,,
Beda2 tipis dgn kuliahan di eropa dan Amerika yg melegalkan seks bebas.",Advocacy
"Maksudnya, ko bisa ketahuan.. apakah di group bocah2 itu ada wanitanya. Atau slh 1 dari mereka ada yg pgn jadi pahlawan dengan mengunggah chat teman group nya di X dengan nama anonymous? Ya senjata makan tuan dong kena semua..ga jelas",Neutral
Segera Wajib DO seluruh Mahasiswa terlibat dan Pecat Pejabat terkait harus dibui !!! UI Harus Tegas punya integritas !!!!!!,Advocacy
ks lwt grup tu maksudnya Secara verbal ya?,Neutral
ks itu apa,Neutral
"pas awal2 live pas yg turun baru 2 orang, klo yg di vt ini mah jam 1-2 an pelaku turun semua",Neutral
anak FH pula katanya 😭,Neutral
kronologinya apa woy ketinggalan ni kasih infonya dong,Neutral
iyaa kann anehh diaa yang nyebarin foto bugii terus yang disalahin siapaa,VictimBlaming
Udah kebanyakan Mahasiswa di Konoha gak jelas lulus mau kerja apa??? Banyak perusahaan pindah ke Vietnam,Advocacy
"kampus lain jg ada cm ga di up aja, ugm kmrn jg ada. bisa bisanya blg UI doang yg byk kasus 🤣 UI jg milih milih kali mau nerima lo",Neutral
"iya lagi, makanya kadang org yg keliatan diem kadang justru aslinya lebih parah",Neutral
kalo ga ketahuan gaakan pernah minta maaf kak,Neutral
Do semua yg yerlibat,Advocacy
Lagi sibuk ngitung nasi bungkus,Neutral
"banyak akun kak, aku sampe pindah pindah akun karena banyak live yg katanya disuruh dimatiin. tpi kalo yg aku tonton tdi malem paling lama itu ""dikidoy""",Neutral
"Bener banget kak, menurut ku juga gitu karna sinyal nya rebutan sama yg lain",Neutral
aku juga sebagai cewek sedih banget sumpah,Supportive
13 reasons why fr,Neutral
Kalo Rusak Ya Rusak Aja. Alumninya Pun Banyak Yang Bikin Ulah. Sitem Pendidikan Juga Ga Berani DO.,Neutral
klo ga demo ya ginian😂😂😂😂😂,Neutral
"rezim prabowo ga pandang siapa beking dia, kalo bersalah siap siap pecat, dan keluarga nya siap siap di audit!",Neutral
whaahahah😭 iyalagi,Neutral
"Aku liat vt udah bingung, liat koment tambah bingung lagi , krna gak ada yg tau masalah apa😭",Neutral
"Knp dosen dan dekan tdk pernah tau masalah ini ya heran sih . 
Paling tdk suka sama senior yg sok hingga bikin Maba trauma . 
Proses hukum hrs berlaku ...",Advocacy
"tolong yg mengerti voice di chatt trsbt😅,sy kurang bisa nangkep ap maksudnya",Neutral
Yang ITB belum lihat? Malah dibikin lagu tuh 😕,Neutral
LAH?MILEA DOSEN??,Neutral
"DO... UI dipermalukan sm mahasiswa kebanggaan nya sendiri, langsung DO ga usah ada birokrasi yg berbelit ""...",Neutral
Mereka tau gak lahir dr mana? Gak usah muluk2 bayangin kl yg dilecehkan ibu yg melahirnkan kalian.,Neutral
telatttt...,Neutral
"gk ngerti plis🙏🙏, tolong jelasin? 🙏",Neutral
Pasti kagak di hukum.. Anak aparat😂,Advocacy
"Paling heboh-heboh 1 minggu. nanti kan ada berita MBG beli kaos kaki supir  4 miliar, Trump kumat, abis itu  ya pada lupa. Mereka bisa pelecehan lagi,yang penting rame-rame supaya lebih aman. Mustahil di DO karena pengaruh ke akreditasi.",Advocacy
jangan lupa yg lg rame di X ada dua kampus d Jatinangor juga😆,Neutral
apakah ini yg pertama kalao bukan kenapa baru ini yg terekspos 😂,Advocacy
"udah liat isi chat nya dan WAAAAW😳
maaf aku salfok Andovi gak keringetan😳😳😳",Neutral
Apa sekarang udah gak terbaik? Wkwkwk,Neutral
Masih belum deal kak tadi sampe jam 3 rapatnya wkwk hasil akhirnya hari ini kak🥺🥺,Neutral
"Gaada yang membenarkan, perasaan itukan muncul darimu sendiri",Neutral
Nah tau kan kenapa hukum Indonesia bobrok? 😅😅😅,Advocacy
"Astaghfirullah...... nauzubillahimindzalik
Sekelas fakultas hukum UI mahasiswa ny kayak gini",Advocacy
"nggak ada niat niat, klo nggak lolos jangan berharap, cari kampus swasta",Neutral
Mau dibawa kamana. Lanjutannya ini,Neutral
"Lihat kondisi hukum sekarang juga sama, memprihatinkan",Neutral
Masuknya lewat jalur bayar kali. Dibayar pake duit haram jd nya menghasilkan produk2 ga bermoral kyk gini,Advocacy
Bagaimana wajah hukum indonesia dimasa depan jika calon calon pemegang hukum seburuk ini kejiwaannya. Segera keluarkan saja karena tidak berguna,Advocacy
ada full nya ga sih soalnya penasaran banget yang kelanjutan pas dosen nya ngomong,Neutral
"kemarin i mantengin live nya smpe jam 2 aja bnr bnr nangis.. ikutan sakit hati, marah, sedih, stress bngt sumpah.. sick bngt, ga abis pikir. gaada tempat aman buat perempuan, even di tempat buat nuntut ilmu. orang orang yg seharusnya berdiri di depan korban buat jadi tameng malah jadi pelaku. orang yg belajar hukum tapi malah melanggar hukum, miris.",Supportive
iyaa lagii anjy udah berjam jam nunggu 14 turun malah ketiduran,Neutral
"ini kenapa sih ka ,aku baru buka tiktok soal nya",Neutral
ini ma yg ada univ nya makin ketat buat nerima mahasiswa baru ga sih setelah kejadian ini😭😭,Neutral
"@Meccaaa: itu mrk ada grub mlchkan mahasiswa ui yg pdhal mrk juga mhsiswa disitu, mrk bilng mrka punya kuasa di kmpus itu bhkan bukan mhsiswa aja yg mrk bhs di grup itu ada dosennya juga, bnr bnr sakit dh",Advocacy
Aamiin Allahumma Aamiin 🤲,Neutral
"yess, of course, cumaa yaa agak kecewa aja sihh.. kasian korban korban nya",Supportive
"Ini pelaku ngerasa bersalah ga sihhhhhhh?!?! Itu dosa woii yg lo semua lakuin, bukannya menundukkan pandangan ke lawan jenis malah digituin. Sakittttt",Advocacy
Mungkin universiras2 lain juga ada tapi tidak di munculin,Neutral
"setau aku iya kak, aku alumni salah satu jurusan di fib. jd dikasih pilihan do atau resign. kl resign dikasih loker gitu katanya, jd kyk emang mengarahkan resign aja",Neutral
Mereka buat grup 16 org untuk apa ya?Krna mereka nu se genk apa gmn,Neutral
itu yang ngegift ngapain sih😭,Neutral
kak ini kenapa? plis jawab kak,Neutral
"salfok bgt, while holding her teazzi, you go queen😍",Neutral
tdi jam 1 kan ga kelar²,Neutral
"​@TriYulitaWijayanti udah sering, lu sendiri gimana",Neutral
padahal gntg² loh,VictimBlaming
"Gw mau crita sdikit boleh ga? Aku punya tmen tmen dri istrinya suami,rat rata mreka S1. Kebanyakan tmen suami kerja pabrik ,suamiku perintis usaha kecil tpi alhamdulillah mencukupi semuanya. Waktu itu kita bukber disalah satu resto dan disitu suami yg bayar semua krena niat suami emg mau gratisin yg penting kumpul breng tmen skolah,kejadiannya 2022. Disalah satu moment sehabis buka ada istri tmen suami yg bilang gini “Enak yah ngbrol kalo sesaama anak sarjana nyambung aja gitu,ngmongin bisnis kek gini. Beda sama org org yg kalo cuma lulusan smk. Kek suamiku nih tmennya yg lain pada ga nyambung apalagi istrinya planga plongo aja”. Seketika aku nyeletuk “Loh mba aku sama suami juga ga sarjana kami cuma lulusan smk berhasil mendirikan usaha printing kecil itu krena kami tkut gk bisa apa apa setelah jdi org tua nnti”. Dan disitu mungkin suamiku ngliat aku sedih krena diantara mreka aku yg ga kuliah krena milih nemenin suami berproses buka usaha duitnya . Dan sepulang dri sana suami ku nnya “skrg mau kuliah ga?mas kuliahin biar kamu ga direndahin lgi . Meskipun dia bilan nyambung sama kita setidaknya kalo kamu mau kuliah skrg mas sanggup biayain”. Aku ttep jawab ngga,kalo aku kuliah mas juga kuliah krena kita sama sama mengorbankan semuanya biar kita bisa pnya isaha kecil ini. Smpe skrg kami udh gada acara2 bukber lgi,bahkan suami yg hobbynya jajanin tmennya itu skrg prinsipnya “kalo mreka main ke rumah/toko baru mas jajanin mas gamau kek dlu”.😭😭♥️",Neutral
Kawal terus! Jangan sampai korban malah jadi tersangka,Advocacy
kek artis aja yakan wkwk,Neutral
Indonesia sudah rusak di smua lini...parah....,Neutral
makasi buat do'a nya ❤️,Supportive
"@Meccaaa:@icach4_111: itu mrk ada grub mlchkan mahasiswa ui yg pdhal mrk juga mhsiswa disitu, mrk bilng mrka punya kuasa di kmpus itu bhkan bukan mhsiswa aja yg mrk bhs di grup itu ada dosennya juga, bnr bnr sakit dh",Neutral
"Bagaimana ya perasaan calon mahasiswa hukum yg tdk diterima yg punya niat serius mau kuliah dan anak baik, tapi tdk diterima UI",Neutral
"6:02 ""saya belum mengumpulkan keberanian"" wtf is wrong with dis dud, otak lu mana jing? perasaan isi chat lu kayaknya kagak ada takut takutnya kenapa say sorry aja lu kagak berani?. sisi tanggung jawab nya kagak ada, lu cowo buukan? duhh emosi bgt gw nontonnya, kalau gw ada disitu udah gw gampar tu org.",Neutral
Waduh kalo sebaliknya wanita lecehin laki-laki tapi gak diproses hukum standar ganda ya?,Neutral
"ada ka, udah kesebar ko, coba cari ya",Neutral
sumpah sama😭,Neutral
Papanya masih cari keadilan🥺,Neutral
Kampus ternama! Terccemar manusia bejad moral ini! Hai orang tua biarkan hukuman menimpanya tdk usah di bela ! !!😊,Advocacy
muka g menjamin trnyata kak🥺,Neutral
Awal mula ketahuannya gmna?,Neutral
gw nyesek si dngernya,Neutral
Emng harus d basmi orang seperti itu😢,Neutral
bukan beliau ahh,Neutral
kasus maling ayam,Neutral
coba jelas kan apa ini?????😅,Neutral
Maap info loker kl gt kak😭🙏🤣,Neutral
masih pantaskah?,Neutral
Iyaa ikut sakit hatii:((,Supportive
"aku doakan sukses, Alfateha",Neutral
"Pelaku 16
yang dateng 2

14 sisanya ke mana?",Neutral
ya kakk sma kitaa,Neutral
Sekolah tinggi tinggi pada nggk punya adap  moral,Advocacy
Kepintaran tidak mesti berbanding lurus dengan moral.,Advocacy
"padahal Akseyna, jabatan bapaknya oke juga ya, masih kalah juga. apa lg kita yg gak ada apa apa😭",Neutral
backingannya kuat jadi santai aja itu,Neutral
Tidak juga bapak buktinya anak saya masuk melalui jalur tes yg memang dengan belajar sungguh 2 dan kami dari keluarga yg TDK mampu hanya saja saya selaku orang tua selalu ngasih masukan yg baik2 ke anak dan saya pasrahkan keselamatan anak saya pada Allah SWT ketika jauh dari saya..,Neutral
"Waktu kuliah aku jg cuma mahasiswa kupu2. Berorganisasi itu bagus buat nambah relasi dan kegiatan sih gatau kenapa karna introvert jadi ga ikut organisasi apa2. Yg penting lulus tepat waktu, puas sama nilai dan bisa kerja banggain ortu.",Neutral
pdhal kakaknya jg korban kak🥺,Supportive
lah aku jam 11😭😭😭,Neutral
"oii jelasin dulu ini kenapa, gw ketinggalan berita nih, konteks besar nya apa sih?",Neutral
Ini guys dari x bukti chat2 mereka di grup,Neutral
Tapi saya doakan mereka berjodoh...,VictimBlaming
"Miris fakultas hukum tapi melanggar hukum. Ini harus dikasih pemecatan drop out tanpa ampun,",Advocacy
udah buka suara wakil dan ketua bem nya,Neutral
"makanya klo milih pemimpin harus yg tegas, jangan yg planga plongo....",Neutral
"Jika tidak terbongkar, mereka lah para pemain Hukum di indonesia.",Neutral
"jadikan anak mu sebagai sahabat. biar nantinya dia mau cerita apapun ke kamu tanpa takut atau sungkan. kalo cuma dijaga ketat kadang anak juga akan mambangkang, akan cari cara buat bohong.",Neutral
kak aku juga karna aku gatau berita apa' tiba' ini lewat dan banyak yg posting tentang ini,Neutral
"asli weh. Kasian juga ceweknya, seharusnya laki-laki tuh melindungi bukan membuat onar yang tidak baik, apa lagi ini udh bikin sakit hati sih.",Supportive
plis normalisasi kan dan benar kan pelecehan terhadap wanita di dunia ini,Supportive
"Fakultas hukum dan dari kampus yang paling top, Pelaku nya orang orang terpandang dan orang yg punya jabatan...takut banget nanti klo dia lulus dan dapet kerjaan mereka bakal pake kekuasaan itu sesuka suka mereka",Neutral
"Segara diproses hukum, jangan cukup permintaan maaf saja",Advocacy
bntr lagi lulus ya pdhal ihhh.. knp sih aku loh pengen kuliah tp kehalang biaya.. knp kalian yg punya kesempatan itu malah kaya gini 😭,Neutral
NGOTAAKKK WOII???,Neutral
They're chopped,Neutral
"tambah 1 lagi kak harusnya, katanya di grub itu cuman lagi diskusi aja 😂😂",Neutral
Katanya kampus nomer 2 terbaik se Indonesia😅,Neutral
999o9ooo9o999999999999999999o99⁹⁹999999999,Neutral
cek profilku🥰🥰,Neutral
Kl sama yg berita2 dipesantren itu lbh najis yg mana bang?,Neutral
Dimana letak pelecehannya??,Neutral
"Membanggakan orang tuanya (nyindir).
Kuliahin anak, cuma itu yang mereka bisa!",Neutral
"disini saya minta tolong stop pendaftaran mandiri, cukup jalur PTN dan prestasi",Neutral
Fakultas hukum😮!!!?,Neutral
"banyak, banyak yg pada pingsab juga n dosen pun sampe nangis",Neutral
ini kasus nya ngapain,Neutral
Prett  gk jamin.. Yg nyolong di indomaret rata2 pake hijab,Neutral
manggil gue bgt jirr🫪,Neutral
"😌 rame uy coba yg korupsi di introgasi kek gini
kekuatannn dari dalammmm, uang lebih manis daripada madu😌",Neutral
"mungkin tips ya buat yg masih mahasiswa. kuatin moral lu dulu sebelum nyemplung ke tempat yg lu gak familiar. i mean pilih2 temen yg bener, kalo kalian gak resourceful itu tp berteman sama orang resourceful usahakan gak bandel. karena kalo ada apa2, kalian sendirian, mereka gak akan bantu.",Neutral
"Masih percaya sama polisi ladusing😂,,, ada uang beres ngk ada uang bodoamat",Neutral
Wah Salah satu dari pacar nya ini,Neutral
"Korban segitu banyak, harusnya pelaku layak di D.O",Advocacy
benerrrr kakkk,Neutral
masih gk ngerti sm kasus nya,Neutral
"@LaLuce_RuiCosta10 Lu denger dari siapa pernyataan itu, anak SD ya? Tidak ada jabatan seperti itu yang dipegang oleh sebuah negara, Bro! Lagian, internet dikembangkan oleh banyak ilmuwan, terutama di AS. Tokoh yang sering dikaitkan dengan penemuan internet biasanya Vint Cerf dan Bob Kahn, bukan negara Israel. Lu pernah kuliah enggak sih? Rektor kok dipegang sebuah negara. 😂 Dan lag, ga ada kerjaan banget pake memantau segala? Nganggur ya? 
😂 Kocak anjir komen elu, keliatan ngawur banget. 😂",Neutral
"FHUI bilang gak punya kewenangan untuk DO, yg punya kewenangan pihak kampus. Nanti ada 2 sidang lagi, sidang kode etik dan sidang KS yg punya dasar untuk DO. (Cmiiw)",Neutral
"betul kak, iman & akal yg penting tuh",Neutral
"​@BayuWirgiawan-vn1xwyg kita maksud itu pejabat2nya, Bro. Klo mahasiswa itu masih banyak yg idealis. Yg demo bayaran itu pasti Termul (Ternak Mulyono), Bro, ha ha ha,",Neutral
yaelah kena juga die,Neutral
DO mahasiswa pelaku 🫵🏻 berhenti mencari tahu siapa korban 🤬,Advocacy
"Kalo sampe DO bukannya terlalu represif ya? Sepakat bahwa kasus ini parah bgt, tp untuk bentuk hukuman spt apa, itu perlu ditelaah lg kali ya",Neutral
Mereka anak pejabat?,Neutral
Busana yg disalahkan...mau promo hijab ya..,Neutral
miris bngtt,Neutral
dikidoy kena jg bang wkwk,Neutral
"mesti nya bacain chat masing"" yg mereka ketik d grup itu😏",Neutral
Sudah mahasiswa ... di UI lagi.. yg kt nya Genius Only 😢😢😢,Neutral
"​@Deus-d8dya klo ketahuan DO, klo mau mereka DO ya laporin sama bukti. Kekerasan seksual/pelecehan seksual itu ada pidananya. Bukan asal DO. Kok komen goblok gini sih? Sekolah ga?",Neutral
kakkk mereka anak UI ih jangan diragukannn,Neutral
"SAY THE NAME PELECEHAN
1. Simon Patrich Bungaran Pangaribuan
2. Muhammad Valenza Rabbani Putra Harisman
3. Irfan Khalis
4. Munif Taufik
5. Keona Ezra Pangestu
6. Dipatya Saka Wisesa
7. Muhammad Ahsan Raikel Pharrel
8. Mohammad Deyca Putratama
9. Danu Priambodo
10. Reynan Fayyaz Rizal
11. Muhammad Nasywan Azizullah
12. Muhammad Kevin Ardiansyah
13. Rafi Muhammad
14. Nadhil Zahran Fernandi
15. Anargya Hay Fausta Gitaya",Neutral
"@نادر:16 org fh ui melakukan ks kak, korban nya ga cuman mahasiswa/i tapi dosen juga terlibat.",Neutral
UI harus keras thp hal 2 gitu karena untuk percontohan,Advocacy
"Mahasiswa random.
Nggak jelas masa depan u.
Gwe do'ain, suatu saat lu nyesel karena tidak kuliah di jurusan pendidikan.
Mentang-mentang jurusannya hukum.",Neutral
"Mending di DO aja skalian, fakultas Hukum UI lho....",Advocacy
pelecehan seksual secara verbal yg di lakukan oleh 16 mahasiswa fakultas hukum ui,Neutral
